order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
1779730,152278,9,5,23,1
1393835,24600,9,4,9,1
3127359,61275,75,2,20,1
2491728,68500,70,5,9,2
1619127,188721,7,5,12,5
3413607,179983,48,4,8,4
1939044,35505,16,4,7,8
92632,63751,27,3,7,2
501113,75668,17,2,12,4
2800852,205135,14,1,17,6
1333183,101273,3,0,12,6
276136,91799,8,2,8,11
3077711,149076,17,1,20,8
340489,176806,46,2,21,6
695463,186453,34,1,9,7
3261861,158780,18,0,23,3
23557,191741,6,2,14,7
2409694,34305,7,0,18,3
513840,185659,18,6,10,5
1892120,37228,4,2,10,5
522668,35583,39,5,8,1
1504793,144164,8,2,9,8
2793360,154254,27,6,10,1
841000,61396,10,5,7,17
875176,191301,8,6,15,6
843541,148345,17,4,13,2
2673755,204502,7,0,13,5
2758086,191793,16,6,18,30
1214574,187420,14,5,8,10
1549453,71929,73,1,17,7
2325784,179632,51,0,20,8
707152,28326,2,5,14,22
1669213,42208,76,5,12,2
3063668,156232,3,5,10,17
279415,105896,59,0,21,5
1348955,112945,24,1,20,30
3064572,429,22,2,18,8
521908,131050,28,0,16,7
2889577,44452,6,0,11,7
3033636,111110,62,1,15,5
2021720,149859,41,4,13,2
3402512,73026,48,4,13,2
3232869,96045,28,0,7,3
3140022,145072,6,0,9,6
3187571,161000,6,4,10,27
206816,148104,49,4,16,9
2740533,200416,52,0,23,2
1294758,33022,7,5,14,8
2837456,60746,9,5,9,11
206008,137621,1,0,11,
3393532,73358,30,2,20,6
472016,40328,22,1,11,12
1493036,12966,10,3,16,15
1438750,20922,12,5,10,6
3412935,31176,3,0,13,8
851423,16265,31,4,22,1
3237602,47671,3,0,17,15
791445,86309,16,0,15,15
156410,88594,14,0,9,7
3278825,193099,1,6,13,
297558,145166,6,2,9,25
2978832,1290,2,3,7,5
2344955,152792,1,0,19,
3313487,24668,2,5,18,20
2237001,155398,36,5,17,5
273466,5901,2,1,16,8
2934465,1868,93,3,15,0
2220104,190930,20,4,15,4
2240037,80647,6,3,16,3
3121717,195224,6,1,19,9
1408798,202976,9,6,16,8
195949,107753,12,6,8,9
1791841,142946,2,4,10,30
1651708,31991,18,6,14,6
283002,103016,4,3,12,5
3332473,7287,16,3,17,2
3383364,118065,16,0,17,9
2577151,175555,43,0,14,4
28389,60769,21,3,16,17
1359770,130190,8,2,13,29
3336704,12998,19,1,7,13
2772325,80991,10,2,17,30
823584,153033,2,1,11,7
2666015,138220,5,5,8,24
99541,71638,8,6,16,14
2892555,89240,18,1,15,8
2589698,185747,6,0,11,6
415058,155180,18,1,9,18
2077913,2492,10,6,12,14
2928536,91174,2,4,2,10
2968894,33812,19,6,13,8
1225145,42944,5,1,17,23
1729207,152130,4,2,15,8
1613579,75057,4,0,7,28
114688,188987,48,3,11,3
147843,180164,3,0,11,30
737859,190459,2,5,19,30
1169428,103146,11,3,14,30
348343,202684,5,3,17,2
1834328,197837,14,3,16,21
2347823,164603,24,5,13,4
525824,67568,32,0,10,17
3030165,190064,1,5,15,
1866363,116736,7,1,13,22
3237179,108457,72,6,13,3
310452,16020,16,6,17,9
3305094,78810,10,4,17,1
3398338,114201,3,0,15,7
1154222,112007,3,6,9,14
1224834,126989,18,1,8,26
2769365,86172,3,0,21,30
588409,4179,5,0,18,13
120251,57760,3,0,16,23
2512380,198180,16,2,15,7
2606587,37414,6,3,9,7
1393872,37016,16,1,17,3
2821412,28591,23,4,13,3
1761975,194222,1,1,13,
1907407,188326,26,1,18,3
2941989,15728,5,1,12,2
556149,199519,39,0,8,4
2386060,158076,26,6,9,10
170257,187183,15,4,17,13
1820280,71063,12,6,19,1
1139448,139326,55,2,10,2
243347,194171,12,0,21,5
1648047,169713,13,0,16,7
17005,101764,15,2,16,11
1742551,137344,22,1,9,27
1798092,19309,11,0,10,28
2133614,106543,5,4,0,5
2994022,109645,2,5,5,14
651949,31276,1,4,13,
1122837,22291,4,1,17,5
897300,99126,40,0,0,8
27917,137117,4,0,12,30
102375,86522,3,0,11,22
2480365,202837,5,4,15,29
1767552,20969,4,0,10,30
1324474,195040,5,5,18,0
2219886,134177,15,0,21,4
16955,44450,13,1,13,13
3404495,51070,14,3,8,4
2513821,78827,1,2,15,
911534,86425,35,1,5,3
1082592,174066,10,1,8,14
2179844,147429,6,2,19,5
2100185,194104,5,3,11,9
3193538,82646,10,2,10,22
3380566,72375,10,1,14,3
2610486,24608,13,5,8,13
611888,136827,12,3,17,7
840388,179526,12,1,10,5
1242945,93371,4,3,15,30
2222401,111282,6,1,21,6
637932,11375,11,6,20,1
906788,115502,15,6,8,5
2164874,101047,41,5,17,4
1006100,199078,28,3,17,14
2959980,1759,7,4,13,2
1878542,164340,9,6,13,10
3071712,52598,6,1,17,2
2878932,806,10,3,11,22
2965990,190963,23,3,13,26
1279939,143058,29,6,17,15
2631889,140173,20,4,7,3
348353,127780,34,0,17,8
1838135,164685,9,2,18,8
1152588,6479,15,2,9,3
138395,138783,36,5,20,6
1918479,170391,12,2,15,2
2641330,157026,32,3,12,7
594551,129815,7,4,7,15
322907,14180,2,6,16,8
1014353,16219,5,4,13,2
2464979,133642,30,4,22,2
91867,130385,3,2,22,16
1384389,48732,94,0,8,2
1769845,15251,4,1,11,30
940531,117292,3,5,22,13
2776688,62401,5,0,12,30
3401175,17940,24,3,15,2
2033608,90072,30,2,13,6
3217564,42051,11,2,15,28
1761857,161023,6,5,16,30
2643254,105836,26,4,11,5
1167992,134813,10,3,22,30
1495496,54187,15,5,20,30
1620228,5118,10,2,17,7
969595,183362,23,0,14,3
3135418,140906,10,0,18,4
700819,157667,23,1,7,5
258741,186507,1,2,15,
1142671,80262,8,6,11,9
1032301,66376,7,6,12,3
2063887,45746,25,2,10,2
1385689,25419,38,5,17,5
2232154,177620,12,4,15,7
3226058,172737,25,1,10,7
2524940,101,15,3,11,12
2351420,185297,9,2,11,8
924199,7089,3,5,9,6
2715281,161703,27,2,19,12
2448062,29151,50,3,13,2
284522,83158,19,4,18,7
638290,135534,3,1,15,20
981834,205058,12,0,11,9
374191,198578,9,3,22,10
600654,150810,1,0,22,
2436277,27152,9,6,21,30
1838409,156432,4,1,18,15
1533620,37605,1,1,15,
503411,63350,27,3,7,30
1491781,131529,3,6,11,6
1492597,73103,34,4,12,3
165452,132420,1,3,6,
237976,39620,3,5,6,7
2064679,21199,7,3,9,2
1702795,38558,2,2,13,13
3006151,135123,33,2,12,4
1804501,122136,10,1,8,23
844181,15015,10,4,12,3
678749,180342,17,1,12,7
652153,26303,26,0,7,21
1385927,35216,6,6,11,21
1915960,137052,3,1,18,1
3323966,87481,53,3,18,1
1946714,26600,4,5,9,3
2557670,138706,10,6,14,13
1795681,23185,10,5,10,11
2248816,132649,15,3,14,14
2255,201022,4,0,16,21
2817085,198232,4,4,10,1
863844,198793,1,5,15,
880219,88713,5,1,14,7
1351599,17453,7,6,12,4
2008163,36010,24,5,13,9
344563,34469,56,2,12,6
611657,54932,3,2,13,6
625157,173402,3,5,13,19
384837,193705,6,3,12,4
2296064,15422,8,4,15,15
1266840,178797,13,1,10,19
2962450,127803,5,0,14,9
1546906,54777,3,2,11,30
2931933,125825,10,2,14,28
2573215,94260,16,3,10,1
232888,8703,64,3,9,1
383022,97243,36,2,18,4
2047493,182389,1,0,10,
2852888,37469,1,6,17,
987730,133603,2,0,14,30
1814740,177557,8,5,12,17
2556148,18370,28,0,1,12
2393782,63747,18,4,17,9
1271249,105269,57,2,22,2
1075688,96343,1,4,12,
3021325,104067,3,2,9,12
2575802,193751,34,4,15,17
2825056,94499,38,0,17,13
3374856,140199,41,2,12,6
585923,113685,12,3,8,3
2873572,69359,9,4,8,4
2502023,10044,6,2,10,11
2518197,31836,15,1,18,7
2249776,10691,29,6,21,29
1349952,169939,7,5,10,7
2793659,147464,19,5,10,30
4024,187400,5,2,23,24
2199237,47909,26,0,11,7
2192077,118220,35,1,14,21
2414024,3460,7,3,12,19
2843907,159169,13,3,19,16
2295813,195039,10,4,10,28
1325107,90133,33,3,16,5
886877,6399,3,0,14,3
1870562,91844,16,0,12,5
3162246,195599,25,3,16,11
1662158,166694,6,2,19,30
1332281,41521,1,6,15,
2884344,94710,20,1,10,7
1987877,34582,35,0,0,5
387930,88628,12,0,14,4
2738236,151598,76,3,9,2
2609104,76205,20,3,21,9
2700970,138248,86,0,17,3
1865246,173799,2,3,16,17
2096724,8059,50,5,17,2
822747,1360,14,1,17,1
2301040,31599,8,6,17,4
3382200,177828,29,2,9,7
274729,113040,32,0,14,16
478571,175844,4,4,9,7
899149,6072,14,4,14,12
2464817,64758,59,0,3,2
2277171,194226,5,1,10,30
1010199,79952,17,2,11,6
988160,164581,4,6,8,8
365907,179101,13,2,11,20
379385,175639,20,3,16,8
2726542,30190,5,5,13,30
2912973,138181,2,2,12,12
2748053,112401,9,5,11,6
1034728,16177,3,4,19,6
3239289,66689,3,4,8,24
1158739,28349,6,2,15,30
1027989,148588,33,4,13,2
3239969,47474,14,5,14,4
1219649,79508,1,5,17,
2309257,81370,8,0,22,1
1830745,133598,1,4,11,
952927,53001,4,5,14,4
3176087,84923,1,0,17,
3407253,44726,10,0,10,4
2909528,23045,25,6,12,12
3340775,155041,9,4,12,14
1634039,136025,7,2,16,8
2250742,100559,3,2,15,17
3103710,82161,11,5,11,6
208718,8865,7,1,16,30
2848269,47368,6,0,14,20
386490,188138,16,1,8,9
734336,136532,16,0,9,30
2140661,148977,3,5,19,2
1911689,76542,6,0,9,7
994468,46321,34,4,16,4
1257519,196519,28,2,13,2
1402529,138235,16,5,16,15
2441766,27422,26,3,10,2
1794471,203651,1,0,19,
2953799,47806,19,2,9,23
2195144,204220,22,3,12,7
62364,141290,41,3,16,4
3056685,54352,15,0,7,15
3377556,154380,4,3,17,2
2230270,44604,11,5,14,14
501490,97253,5,5,15,30
3025359,186352,2,0,11,30
1296399,59031,44,1,11,7
3277475,83766,2,0,11,30
2873632,50536,36,0,18,1
3252103,183757,22,2,20,6
1912680,38406,12,0,14,9
3002142,142425,15,4,15,6
3093078,187094,11,0,22,6
3306073,135085,25,3,18,10
507421,126402,17,6,9,5
492052,142400,23,4,14,5
1346413,40072,8,2,16,4
2446700,197720,1,4,14,
882160,110902,33,6,18,5
2132162,50299,44,2,11,6
1631774,82865,11,2,18,12
2792243,194828,4,1,13,30
2234103,158860,14,2,20,6
2837864,99567,12,0,1,5
662540,27670,29,2,18,3
1743681,163309,5,0,16,8
163791,40460,6,2,16,30
1711024,159199,4,4,8,11
1290411,205204,15,3,15,16
1409529,88955,7,0,16,8
395072,34252,29,1,13,3
3044887,114854,26,6,11,4
413644,84946,34,0,9,7
1669772,110729,5,1,12,8
2552385,197007,62,0,14,2
1468009,9378,26,0,12,8
6119,88241,16,6,16,7
1258220,104030,9,0,18,30
908676,117907,8,5,19,7
662814,125125,85,5,16,7
1668844,97620,22,6,11,8
1704408,19405,4,6,14,27
888618,7013,44,6,8,4
1954588,118223,17,4,7,24
12890,116401,23,5,21,4
2883534,78310,3,6,11,14
2460022,107179,29,3,19,24
1894335,153946,25,5,9,10
1974000,169534,3,1,16,5
880778,83661,22,3,14,7
1695485,120899,41,6,11,3
2484439,110545,34,3,10,0
3399818,108774,30,4,11,6
2504989,203972,54,5,14,3
3083596,114558,13,1,13,30
885490,78104,29,3,8,2
1510170,36966,14,1,14,30
1673281,134289,33,1,17,5
1864800,191025,10,3,11,30
334668,34626,26,3,15,11
2154140,151194,2,1,15,30
396174,40803,3,2,12,24
3414278,81796,11,3,21,2
739600,184020,18,3,11,7
876990,119192,27,5,15,7
997863,14669,60,4,10,1
2735713,104561,8,2,17,7
2520099,137129,5,2,17,25
492836,113451,49,5,23,5
2349282,150025,1,6,11,
1025884,98701,2,4,14,2
882965,20622,38,3,10,6
2987262,122459,3,5,13,30
769639,132977,13,5,10,11
1126667,19178,6,2,12,4
960232,19123,4,4,16,6
2547726,158773,12,0,9,8
1404470,141599,14,1,9,28
550245,39947,24,1,8,7
573313,71492,15,3,11,1
137125,99791,5,6,11,5
2496046,175851,4,1,13,8
2670593,143176,21,2,21,30
653365,72670,18,4,12,1
939662,152540,10,3,10,3
682441,152360,69,6,14,1
3277784,4282,5,4,16,12
1863491,159351,9,6,6,7
2105878,183048,30,3,14,7
514153,91812,20,3,16,8
847490,7196,3,6,11,30
1173081,8844,31,2,13,12
1844274,168771,66,6,15,2
1180256,12746,1,1,10,
680931,112545,49,1,9,14
1291005,14145,15,2,6,7
2020682,11694,11,1,14,11
1554242,97823,3,6,19,11
3042654,188030,42,3,9,5
830512,93470,30,1,10,7
579988,39618,19,6,13,5
950009,188688,48,5,12,4
2288502,5105,1,1,17,
3385068,50806,24,1,14,2
1931104,128151,59,5,11,4
1431885,174821,18,4,15,15
103457,99474,19,5,15,10
1070775,67417,5,0,18,30
1861670,176032,21,3,16,5
2522434,16806,5,4,19,6
1559993,13550,4,3,15,3
2195681,8752,3,1,18,30
1981087,839,17,1,11,5
100509,130322,27,6,12,2
1105673,167134,2,0,9,22
2164568,107536,1,3,11,
2248289,196680,11,3,16,12
1626043,97331,1,5,17,
1444358,105756,19,1,11,10
334797,90913,3,6,9,6
3063019,46111,28,3,13,9
411380,15120,15,6,15,1
2246411,159711,36,6,10,6
1978856,121771,22,0,19,3
2178985,93686,10,5,12,24
2040531,121337,22,0,13,5
3070199,97416,7,0,9,21
637997,42874,1,3,23,
2981655,171274,11,3,16,7
2121653,42996,59,3,11,2
496699,24294,65,2,15,3
2190866,160818,24,1,14,7
522482,177987,12,6,17,24
3167087,140263,5,5,20,19
561525,156247,11,4,8,3
2240155,170175,28,0,23,7
1532453,1982,21,0,13,16
1897127,5886,6,6,18,5
499258,162006,3,6,12,2
2636818,25876,4,2,12,4
1376896,73486,24,2,22,28
1851695,66171,80,6,11,1
2335170,148361,16,5,14,15
2146586,100081,4,6,18,5
1502699,164732,59,4,10,4
2666154,49946,6,5,16,9
3401840,116547,20,5,16,9
705731,147675,4,5,9,30
2269721,73865,7,0,19,3
145207,63909,3,0,12,7
704084,34458,21,6,15,6
2683114,193311,10,2,11,1
3365328,120614,23,0,7,6
903802,24699,9,2,9,29
1926068,14487,2,2,16,12
2986205,28510,5,1,9,10
3270869,68260,23,2,17,4
1159841,199242,16,0,14,7
1631127,33250,5,1,15,6
1792296,115975,5,6,9,26
1105861,168275,13,2,13,30
844728,10246,13,3,18,5
2613153,94951,14,0,13,7
1546610,100816,90,4,22,4
3116351,5629,8,3,14,8
1820783,46363,28,2,15,6
2322057,194925,9,3,15,2
963466,43448,70,6,8,1
339057,136235,27,0,19,7
497124,197889,22,6,22,3
1378172,172966,83,5,14,1
867047,35092,11,1,11,7
2170617,73448,37,3,8,7
1880297,148054,3,0,23,10
12563,54781,11,2,13,5
3077315,205646,12,2,9,18
2716087,184018,15,2,16,8
1379747,46865,4,1,16,7
920456,175115,5,2,10,4
1434246,181601,10,6,20,7
1313757,140562,30,3,11,6
1698804,178669,10,0,15,30
946375,102119,14,1,12,7
1186947,94406,27,4,4,16
987695,114036,30,3,13,1
3383610,24592,5,6,14,12
2457777,103040,16,2,13,8
293345,118685,39,4,11,2
1185629,79309,24,3,15,1
1929030,183036,99,2,17,5
2440126,88593,3,1,12,30
13231,32667,87,3,21,6
2953320,95566,8,6,14,26
3305191,86382,27,5,14,8
177498,205301,1,5,11,
1728051,180654,20,0,10,4
347802,75304,30,5,10,7
2829781,64494,3,0,12,30
359875,31012,10,1,14,7
1582002,182046,4,6,14,30
640496,76515,37,0,16,2
2097527,165288,11,3,14,8
1502481,194238,8,2,12,8
3035669,165405,5,5,21,8
705613,166518,16,1,15,21
2002099,54366,41,4,12,3
1113236,165669,32,2,11,2
1473099,181966,4,1,15,28
2128890,143670,13,3,15,4
1043746,131454,2,1,17,30
3242894,180072,4,6,14,7
143310,143227,9,2,11,30
1466177,5659,3,0,10,21
130214,180737,30,3,9,12
2068004,125693,32,0,12,3
1280835,34690,14,6,7,3
2058653,19203,3,3,23,30
2456837,201550,2,6,19,16
3029760,169961,8,1,9,7
912933,111046,21,1,17,7
1436669,159980,15,2,17,5
1964347,140329,1,1,12,
2991026,206017,4,6,18,6
470463,155181,15,3,11,7
1343102,197390,3,0,15,13
2284118,17927,22,0,11,2
2796758,21469,76,2,16,6
2304625,184215,40,0,16,4
417112,111719,1,0,9,
1308758,33284,9,2,10,1
1193387,29232,19,0,9,3
3298187,89987,5,5,6,8
1345129,38565,33,1,7,7
1740357,73245,14,0,16,14
2718541,22054,7,5,17,30
122013,8161,71,3,17,3
36592,160800,3,0,11,22
2925264,95683,20,4,14,7
1194685,131807,21,3,21,8
1679356,135268,6,6,13,30
1095839,123826,9,2,9,1
2645465,59584,11,0,13,30
1847945,108042,3,3,7,30
846664,40825,5,0,9,13
282381,184173,2,1,13,30
192128,185647,24,3,15,7
3107026,50899,21,6,14,5
1654517,129856,2,5,12,30
1842478,7720,5,2,22,5
2098865,162898,7,1,8,7
1090233,31617,96,1,11,0
3400209,5443,19,2,15,1
728920,150605,4,6,11,8
1841844,70109,44,3,12,1
1849558,82493,7,0,14,7
1872967,84248,3,3,11,7
46262,48348,36,6,12,6
1905994,134070,7,1,20,1
642704,91779,1,3,13,
2334990,146379,34,2,10,5
1682665,69025,26,4,19,2
3345417,10374,18,1,11,11
1336762,99701,21,0,10,1
957658,173278,10,5,8,4
213186,91806,16,4,16,4
2411576,156501,14,0,23,9
3396025,58844,6,4,13,10
1653004,61481,29,1,18,4
329221,143235,4,0,13,3
2613932,116855,39,5,7,16
1904169,96417,8,1,10,30
257104,53410,26,0,11,30
1479621,185944,5,2,10,8
2367622,141684,7,4,8,7
2864438,166608,7,1,16,10
1347971,188063,5,1,22,8
2392600,7713,22,5,10,9
1203374,71772,15,0,17,19
535958,186086,17,3,18,12
2969554,121592,5,3,22,1
700886,15124,84,2,20,5
2046351,10885,3,4,14,24
1259373,111824,3,2,21,30
1967537,17256,32,4,18,21
285978,162404,4,0,11,30
98880,201484,29,4,7,4
19016,169708,4,3,13,0
2019710,59148,30,6,14,4
1783353,97258,6,0,9,21
1475875,166644,9,2,12,5
1936540,15806,8,3,15,19
1239842,163128,5,6,19,30
1651755,195708,2,1,10,9
2423072,92706,41,6,13,6
2588121,1413,1,1,16,
2371031,159135,12,1,14,3
1933528,84905,9,6,18,4
2785183,78265,7,3,15,23
234302,197393,15,0,17,19
457720,33580,1,1,16,
1896486,43819,9,5,7,4
2485737,197162,9,0,15,4
1716963,12075,2,1,8,30
2847981,168994,8,1,13,7
2402892,19838,6,4,18,6
3018901,165377,16,3,14,3
3160366,106637,16,2,11,2
826460,163978,26,0,15,9
1015546,16240,8,1,10,5
3188647,151568,7,4,8,1
1051793,70521,4,6,11,10
20085,130753,9,6,20,0
1036306,186527,54,3,15,1
1175890,134503,4,1,14,4
827032,92510,3,4,10,22
2654,12205,63,1,17,3
2134530,29509,12,2,13,30
1229432,163093,23,0,16,4
286723,192360,30,5,17,7
541389,140852,3,5,17,30
2210745,42775,3,4,10,21
1829283,128077,9,2,19,15
2107089,152063,5,4,17,7
3218052,193653,42,6,8,5
1658476,106022,4,4,9,7
2701053,74324,7,2,11,1
2601666,189691,21,1,14,12
2863104,201356,9,5,9,4
2550730,154466,14,1,6,4
510345,13947,6,3,17,6
2290630,147066,18,3,17,6
653516,187010,33,2,13,5
2776513,25414,15,6,8,1
3185053,148395,30,3,15,1
3295844,151247,6,1,8,6
1626238,52136,45,3,14,3
1055177,118303,5,6,18,4
957754,93803,13,0,12,28
2756311,179667,84,5,7,2
2246253,28482,1,0,15,
1619976,49201,19,3,15,7
1139930,40327,3,4,12,3
2179951,179554,30,4,16,11
1309288,153367,24,6,16,14
621612,43352,96,6,14,5
968932,118629,11,2,11,12
2654300,22063,35,0,16,2
2196383,71822,23,4,11,7
2512586,40817,57,2,19,0
3242938,200261,22,1,14,17
2536093,83011,44,4,18,1
323233,3394,62,6,9,14
380603,137413,38,2,9,5
678946,63361,1,0,9,
988829,202141,1,1,11,
198286,75943,62,1,9,4
1597927,99049,3,5,12,18
378854,149196,4,3,15,1
2616677,202525,11,4,1,7
2595301,176995,4,4,13,22
3128266,107215,20,4,8,13
3176655,4193,20,2,14,5
728072,6937,41,0,9,3
3239939,135751,5,2,14,3
547499,128770,9,3,16,7
3009413,192072,6,0,16,4
1313584,28142,17,0,10,8
1934389,82464,17,6,12,5
3132602,102110,3,6,15,24
1036807,35231,9,4,8,8
1226187,102193,33,2,22,7
2489322,104146,9,6,16,19
2156147,65638,6,5,18,8
2515673,47228,3,2,10,30
1838725,40427,8,0,11,1
1109727,17707,2,0,19,30
1358492,36503,14,1,16,30
2414204,196712,13,5,10,3
3050368,13354,36,3,21,1
2123053,173304,29,6,13,3
1164914,147309,19,6,14,19
2999522,126298,21,4,8,5
436756,72379,7,1,16,4
2419992,28130,4,1,13,20
2128821,170197,4,4,10,29
2207526,175156,15,3,3,10
2741679,100709,7,1,12,17
2153630,121537,15,2,15,9
3396472,10322,7,4,15,7
3093826,174348,5,2,12,30
318306,163572,5,0,20,15
2609971,145752,3,4,15,28
3260228,110726,14,5,14,30
891951,125983,14,1,23,4
1287237,78546,3,0,14,2
637077,74790,1,5,18,
1379398,9730,22,5,13,3
2204407,174717,12,0,15,13
2133378,179358,6,5,21,9
679773,189452,7,1,1,8
2872938,151320,8,6,9,7
2681559,13735,12,1,8,4
1294092,22612,20,0,16,30
1609553,134252,8,2,10,10
1800931,68347,36,3,15,3
2543121,22440,79,0,16,2
620204,25922,11,2,9,26
1396876,47124,8,0,13,7
189421,134536,35,1,16,1
3113749,90513,8,2,9,3
1485441,1530,8,1,17,28
959731,16603,31,1,17,6
831906,13893,5,2,11,5
1091555,63952,14,0,17,14
659984,143863,18,3,2,9
1641149,66097,8,1,22,10
2473108,128542,26,1,16,4
860231,55593,16,0,13,3
77947,87969,8,6,11,7
264071,172397,7,1,10,7
254094,158594,16,0,8,7
2132051,37400,3,0,16,12
922709,39589,5,0,13,7
2149845,45027,33,5,18,5
1130804,4087,8,1,20,7
2643359,74575,15,4,13,5
3301342,86076,9,6,14,2
841603,158526,14,4,20,30
2127062,178428,9,3,12,7
2990405,133719,34,2,11,1
1001344,120822,16,5,14,5
2053909,204584,16,3,16,11
1177664,41699,1,1,11,
1598329,138924,14,5,20,2
1324081,33625,8,1,16,10
3096693,36937,4,1,18,5
2975970,111608,52,6,10,1
2575494,35785,25,2,8,11
918807,177884,3,0,15,30
1952542,49545,49,5,15,6
3292112,86109,76,1,7,5
790493,105649,53,0,13,7
1693087,188267,10,6,10,9
1573483,142785,18,1,12,2
1346764,4541,27,4,14,4
1687888,190931,51,1,15,1
2451907,191233,63,2,19,4
1297980,67471,42,1,14,6
1966981,119773,21,5,10,5
419325,88833,12,1,17,4
524981,180937,30,6,12,4
3128171,203383,15,4,18,6
329014,160778,1,5,19,
59130,19785,13,6,13,5
2546184,17249,4,4,17,28
2814471,176629,11,5,11,10
93539,88502,6,1,15,12
2962661,72010,3,1,13,1
799985,119704,13,4,16,9
940212,175537,29,3,21,7
1899557,170070,21,6,18,12
738982,14553,30,1,10,7
2965795,81619,1,6,19,
1988652,158015,32,5,14,15
1927950,197654,13,4,15,11
2763263,111971,6,2,14,16
2652520,59744,51,4,20,7
2487922,197831,33,1,9,5
2069518,147140,2,1,12,6
2791422,9810,6,2,20,5
3375291,53174,10,5,18,4
1307684,95970,12,2,8,7
2286919,187677,4,1,10,30
641163,103709,8,0,18,7
1387278,111542,13,0,12,3
598400,117158,38,0,13,5
739365,23017,29,5,11,7
915089,147972,13,5,16,8
1748264,16683,2,5,13,4
2547236,144269,13,1,9,4
1622685,80218,12,0,10,11
2731295,203636,5,1,15,3
3041643,97620,17,3,17,11
1893065,15166,13,1,8,7
86528,165625,25,0,21,13
610189,47290,11,2,8,3
3078791,68234,1,3,12,
3227207,94782,4,3,17,30
2612359,63773,2,4,14,21
1695776,51624,20,1,20,8
3401695,82356,19,5,11,11
1778061,160772,7,5,8,10
2095745,112221,9,0,9,8
3092033,136788,5,5,14,12
796281,109151,36,0,11,5
1325705,84210,10,0,13,7
1329348,14689,23,5,15,1
2659645,39352,5,2,6,8
2847898,163324,8,0,19,6
1040708,53684,44,5,17,4
1496884,123597,13,3,11,7
451808,182424,4,4,9,6
1130654,121705,7,4,15,1
2448620,65757,26,0,16,3
2285559,116017,9,0,10,1
1084209,66181,41,4,10,13
1905489,178620,2,0,20,11
3320033,158041,1,0,15,
1708521,147788,57,5,18,9
1900220,43517,38,4,19,2
532233,163337,1,5,12,
3313031,184384,5,2,13,30
2953990,31608,30,0,9,2
2142240,150350,20,4,10,5
368191,80015,16,0,15,5
502115,95191,16,4,14,16
2336589,105820,18,6,10,6
3146555,43335,23,3,14,2
3130456,122780,16,1,12,3
1142927,141144,3,5,17,5
1161833,93169,5,0,9,15
363552,144055,53,2,10,4
428607,8904,2,4,17,30
2506877,10401,16,4,9,13
3363907,196621,30,3,13,8
1562879,189622,2,2,1,30
310748,55667,54,6,8,6
2171695,22337,29,4,13,1
1396703,104245,2,5,12,7
1563639,116388,1,5,11,
1771325,123195,22,2,13,11
1750353,44696,41,5,6,0
648654,27630,2,4,19,14
726273,10617,18,0,9,30
2763600,66448,2,6,14,11
631855,86905,68,3,14,3
3082434,154769,2,2,8,12
1556865,54922,12,3,17,8
1920251,74409,12,4,9,6
374563,22420,11,1,17,8
1876803,50262,35,0,10,6
458661,120599,4,0,17,30
1407968,116293,13,1,18,9
1429764,131860,7,4,14,30
1903827,181214,3,6,19,4
629235,203301,27,5,15,10
1419633,49222,1,1,15,
2520351,165996,19,6,14,1
2217787,80906,9,2,13,30
2067495,196991,10,1,17,30
226822,163533,15,1,9,14
1098305,96697,19,3,16,5
1726239,28427,12,6,8,7
112338,117104,21,2,8,22
1946232,144266,29,1,23,24
680467,100,1,3,18,
2766572,127995,33,4,13,13
2541959,74797,7,2,18,26
1483395,85454,46,3,23,5
2344449,128541,22,6,13,8
2142847,24865,16,6,14,8
3054734,42424,5,4,8,30
613596,38132,28,6,17,6
943293,147360,33,5,9,7
1146301,186127,7,1,10,6
2641400,24767,8,1,8,20
3178739,35828,43,1,14,8
2442105,23927,4,2,13,4
1774834,25175,43,2,10,4
2741705,118685,63,2,9,1
2911011,70492,4,3,11,3
1284056,180621,1,5,9,
1103389,63833,6,1,8,7
450624,33892,3,6,16,3
2020602,124534,15,5,11,30
572758,136816,2,4,9,6
790898,190665,4,2,20,7
65152,146432,4,2,18,30
1464617,39313,13,3,22,4
782813,179378,9,4,12,4
2030208,72994,4,2,16,12
2271640,156530,1,2,11,
2685580,149949,8,5,18,4
2842017,30281,9,2,15,22
3324158,114807,9,4,12,8
849549,54285,1,5,12,
1501301,128981,1,3,0,
2671822,114573,14,0,13,5
442424,200297,85,1,7,10
2072258,10741,5,0,10,6
1145219,172084,67,5,12,0
1108996,7385,67,0,12,2
482913,165048,15,1,10,27
170184,168237,1,6,18,
456770,95744,3,4,9,24
622650,105109,37,4,10,3
1859037,171699,6,0,17,13
3095763,177385,2,5,12,2
2303706,50776,21,6,13,4
1815388,124188,31,2,16,22
2984996,11557,6,4,16,5
352523,124495,19,0,11,10
24905,105219,22,5,14,5
2772411,64243,18,2,16,12
2583240,19922,2,0,19,12
462800,117289,48,4,19,7
1418888,115097,39,4,15,7
564264,170348,20,3,7,7
2278517,185650,38,3,14,0
978530,155572,28,5,10,4
1672859,138075,12,5,13,17
2489811,132957,4,1,10,17
1454313,64008,32,6,11,10
992601,130026,11,0,10,7
1279738,50749,13,6,18,2
2847284,109062,30,3,23,5
3378619,202660,14,1,8,0
352243,79570,59,4,15,2
2187430,157187,8,1,22,4
2402870,163311,3,1,13,7
2869645,110579,3,0,22,30
